Kapata N., Ihekweazu C., Ntoumi F., Raji T., Chanda-Kapata P., Mwaba P., Mukonka V., Bates M., Tembo J., Corman V., Mfinanga S., Asogun D., Elton L., Arruda L.B., Thomason M.J., Mboera L., Yavlinsky A., Haider N., Simons D., Hollmann L., Lule S.A., Veas F., Abdel Hamid M.M., Dar O., Edwards S., Vairo F., McHugh T.D., Drosten C., Kock R., Ippolito G., Zumla A.,	Kapata N., Ihekweazu C., Ntoumi F., Raji T., Chanda-Kapata P., Mwaba P., Mukonka V., Bates M., Tembo J., Corman V., Mfinanga S., Asogun D., Elton L., Arruda L.B., Thomason M.J., Mboera L., Yavlinsky A., Haider N., Simons D., Hollmann L., Lule S.A., Veas F., Abdel Hamid M.M., Dar O., Edwards S., Vairo F., McHugh T.D., Drosten C., Kock R., Ippolito G., Zumla A.
Petersen E., Hui D., Hamer D.H., Blumberg L., Madoff L.C., Pollack M., Lee S.S., McLellan S., Memish Z., Praharaj I., Wasserman S., Ntoumi F., Azhar E.I., Mchugh T.D., Kock R., Ippolito G., Zumla A., Koopmans M.,	Petersen E., Hui D., Hamer D.H., Blumberg L., Madoff L.C., Pollack M., Lee S.S., McLellan S., Memish Z., Praharaj I., Wasserman S., Ntoumi F., Azhar E.I., Mchugh T.D., Kock R., Ippolito G., Zumla A., Koopmans M.
Zhao N., Zhou Z.-L., Wu L., Zhang X.-D., Han S.-B., Bao H.-J., Shu Y., Shu X.-G.,	Zhao N., Zhou Z.-L., Wu L., Zhang X.-D., Han S.-B., Bao H.-J., Shu Y., Shu X.-G.
Rahimi F., Talebi Bezmin Abadi A.,	Rahimi F., Talebi Bezmin Abadi A.
Narain T.A., Gautam G., Seth A., Panwar V.K., Rawal S., Dhar P., Talwar H.S., Singh A., Jaipuria J., Mittal A.,	Narain T.A., Gautam G., Seth A., Panwar V.K., Rawal S., Dhar P., Talwar H.S., Singh A., Jaipuria J., Mittal A.
Cava C., Bertoli G., Castiglioni I.,	Cava C., Bertoli G., Castiglioni I.
Eissenberg T., Kanj S.S., Shihadeh A.L.,	Eissenberg T., Kanj S.S., Shihadeh A.L.
Sedes P.R., Sanz M.Á.B., Saera M.A.B., RodríguezRey L.F.C., Ortega Á.C., González M.C., López C.D.H., Santos E.D., Barcena A.E., Mera M.J.F., Cano J.C.I., Delgado M.C.M., Estalella G.M., Raimondi N., Gas O.R.I., Oviedo A.R., Pío E.R.S., Álvarez J.T., Raurell M., Ferrer Roca R., Castellanos Ortega Á., Trenado Álvarez J., Tesorero V.F.G., Tejedor A.H., Gutiérrez M.H., Ramírez Galleymore P., Ballesteros Sanz M.Á., Sedes P.R., de la Oliva Calvo L.L., Delgado M.C.M., Torredá M.R., Barrio Linares M.D., García M.R., García M.T.R., Hito M.P.D., Mondéjar J.J.R., Arroyo C.M., Arribas A.S.J., Mera M.J.F., Junta directiva de la SEMICYUC, Junta directiva de la SEMICYUC, Junta directiva de la SEEIUC,	Sedes P.R., Sanz M.Á.B., Saera M.A.B., RodríguezRey L.F.C., Ortega Á.C., González M.C., López C.D.H., Santos E.D., Barcena A.E., Mera M.J.F., Cano J.C.I., Delgado M.C.M., Estalella G.M., Raimondi N., Gas O.R.I., Oviedo A.R., Pío E.R.S., Álvarez J.T., Raurell M., Ferrer Roca R., Castellanos Ortega Á., Trenado Álvarez J., Tesorero V.F.G., Tejedor A.H., Gutiérrez M.H., Ramírez Galleymore P., Ballesteros Sanz M.Á., Sedes P.R., de la Oliva Calvo L.L., Delgado M.C.M., Torredá M.R., Barrio Linares M.D., García M.R., García M.T.R., Hito M.P.D., Mondéjar J.J.R., Arroyo C.M., Arribas A.S.J., Mera M.J.F., Junta directiva de la SEMICYUC, Junta directiva de la SEMICYUC, Junta directiva de la SEEIUC
Baker E.N.,	Baker E.N.
Meo S.A., Klonoff D.C., Akram J.,	Meo S.A., Klonoff D.C., Akram J.
Wan D.-Y., Luo X.-Y., Dong W., Zhang Z.-W.,	Wan D.-Y., Luo X.-Y., Dong W., Zhang Z.-W.
Jeong E.K., Park O., Park Y.J., Park S.Y., Kim Y.-M., Kim J., Jo J., Kim J., Kim T., Gwack J., Lee J., Park E., Kim S.S., Hyun J., Ryu B., Jang Y.S., Kim H., Jin Y., Lee H., Lee S., Shin S.H., Choi S.W., Ko D., Kim D., Jeon B.-H., Kim U., Choe Y.J., COVID-19 National Emergency Response Center, Epidemiology and Case Management Team,	Jeong E.K., Park O., Park Y.J., Park S.Y., Kim Y.-M., Kim J., Jo J., Kim J., Kim T., Gwack J., Lee J., Park E., Kim S.S., Hyun J., Ryu B., Jang Y.S., Kim H., Jin Y., Lee H., Lee S., Shin S.H., Choi S.W., Ko D., Kim D., Jeon B.-H., Kim U., Choe Y.J., COVID-19 National Emergency Response Center, Epidemiology and Case Management Team
Jeong E.K., Park O., Park Y.J., Park S.Y., Kim Y.-M., Kim J., Jo J., Kim J., Kim T., Kweon S., Woo Y., Yum M., Kim E., Gwack J., Lee J., Park E., Kim S.S., Hyun J., Ryu B., Jang Y.S., Kim H., Jin Y., Lee H., Lee S., Shin S.H., Choi S.W., Ko D., Yi S., Kim H.K., Kim D., Jeon B.-H., Kim M., Choi S.W., Lee J.H., Park J.K., Kim U., Choe Y.J., COVID-19 National Emergency Response Center, Epidemiology and Case Management Team,	Jeong E.K., Park O., Park Y.J., Park S.Y., Kim Y.-M., Kim J., Jo J., Kim J., Kim T., Kweon S., Woo Y., Yum M., Kim E., Gwack J., Lee J., Park E., Kim S.S., Hyun J., Ryu B., Jang Y.S., Kim H., Jin Y., Lee H., Lee S., Shin S.H., Choi S.W., Ko D., Yi S., Kim H.K., Kim D., Jeon B.-H., Kim M., Choi S.W., Lee J.H., Park J.K., Kim U., Choe Y.J., COVID-19 National Emergency Response Center, Epidemiology and Case Management Team
Ford N., Vitoria M., Rangaraj A., Norris S.L., Calmy A., Doherty M.,	Ford N., Vitoria M., Rangaraj A., Norris S.L., Calmy A., Doherty M.
The French Society of Stomatology, Maxillo-Facial Surgery, Oral Surgery (SFSCMFCO),	The French Society of Stomatology, Maxillo-Facial Surgery, Oral Surgery (SFSCMFCO)
Zheng F., Liao C., Fan Q.-H., Chen H.-B., Zhao X.-G., Xie Z.-G., Li X.-L., Chen C.-X., Lu X.-X., Liu Z.-S., Lu W., Chen C.-B., Jiao R., Zhang A.-M., Wang J.-T., Ding X.-W., Zeng Y.-G., Cheng L.-P., Huang Q.-F., Wu J., Luo X.-C., Wang Z.-J., Zhong Y.-Y., Bai Y., Wu X.-Y., Jin R.-M.,	Zheng F., Liao C., Fan Q.-H., Chen H.-B., Zhao X.-G., Xie Z.-G., Li X.-L., Chen C.-X., Lu X.-X., Liu Z.-S., Lu W., Chen C.-B., Jiao R., Zhang A.-M., Wang J.-T., Ding X.-W., Zeng Y.-G., Cheng L.-P., Huang Q.-F., Wu J., Luo X.-C., Wang Z.-J., Zhong Y.-Y., Bai Y., Wu X.-Y., Jin R.-M.
Zhou M., Zhang X., Qu J.,	Zhou M., Zhang X., Qu J.
Subspecialty Group of Endocrinology and Metabolism, Society of Pediatrics, Chinese Medical Association, Subspecialty Group of Endocrinology and Metabolism, Society of Pediatrics, Chinese Medical Doctor Association,	Subspecialty Group of Endocrinology and Metabolism, Society of Pediatrics, Chinese Medical Association, Subspecialty Group of Endocrinology and Metabolism, Society of Pediatrics, Chinese Medical Doctor Association
Garduño-López A.L., Guido-Guerra R.E., Guizar-Rangel M.T., Acosta-Nava V.M., Domínguez-Cherit G., Alvarez-Bobadilla G.,	Garduño-López A.L., Guido-Guerra R.E., Guizar-Rangel M.T., Acosta-Nava V.M., Domínguez-Cherit G., Alvarez-Bobadilla G.
Romanò M.,	Romanò M.
Ruffell D.,	Ruffell D.
Yeo C., Kaushal S., Yeo D.,	Yeo C., Kaushal S., Yeo D.
Addis A.,	Addis A.
Rosales-Mendoza S., Márquez-Escobar V.A., González-Ortega O., Nieto-Gómez R., Arévalo-Villalobos J.I.,	Rosales-Mendoza S., Márquez-Escobar V.A., González-Ortega O., Nieto-Gómez R., Arévalo-Villalobos J.I.
Hu T.Y., Frieman M., Wolfram J.,	Hu T.Y., Frieman M., Wolfram J.
Rello J., Tejada S., Userovici C., Arvaniti K., Pugin J., Waterer G.,	Rello J., Tejada S., Userovici C., Arvaniti K., Pugin J., Waterer G.
Ling L., Joynt G.M., Lipman J., Constantin J.-M., Joannes-Boyau O.,	Ling L., Joynt G.M., Lipman J., Constantin J.-M., Joannes-Boyau O.
Randhawa G.S., Soltysiak M.P.M., El Roz H., de Souza C.P.E., Hill K.A., Kari L.,	Randhawa G.S., Soltysiak M.P.M., El Roz H., de Souza C.P.E., Hill K.A., Kari L.
Forouzesh M., Rahimi A., Valizadeh R., Dadashzadeh N., Mirzazadeh A.,	Forouzesh M., Rahimi A., Valizadeh R., Dadashzadeh N., Mirzazadeh A.
D'Cruz M.,	D'Cruz M.
Li L.Y., Wu W., Chen S., Gu J.W., Li X.L., Song H.J., Du F., Wang G., Zhong C.Q., Wang X.Y., Chen Y., Shah R., Yang H.M., Cai Q.,	Li L.Y., Wu W., Chen S., Gu J.W., Li X.L., Song H.J., Du F., Wang G., Zhong C.Q., Wang X.Y., Chen Y., Shah R., Yang H.M., Cai Q.
Kriegmair M.C., Kowalewski K.F., Lange B., Heininger A., Speck T., Haas H., Michel M.S.,	Kriegmair M.C., Kowalewski K.F., Lange B., Heininger A., Speck T., Haas H., Michel M.S.
Shi H., Han X., Jiang N., Cao Y., Alwalid O., Gu J., Fan Y., Zheng C.,	Shi H., Han X., Jiang N., Cao Y., Alwalid O., Gu J., Fan Y., Zheng C.
Wang S.-S., Zhou X., Lin X.-G., Liu Y.-Y., Wu J.-L., Sharifu L.M., Hu X.-L., Rong Z.-H., Liu W., Luo X.-P., Chen Z., Zeng W.-J., Chen S.-H., Ma D., Chen L., Feng L.,	Wang S.-S., Zhou X., Lin X.-G., Liu Y.-Y., Wu J.-L., Sharifu L.M., Hu X.-L., Rong Z.-H., Liu W., Luo X.-P., Chen Z., Zeng W.-J., Chen S.-H., Ma D., Chen L., Feng L.
Hellewell J., Abbott S., Gimma A., Bosse N.I., Jarvis C.I., Russell T.W., Munday J.D., Kucharski A.J., Edmunds W.J., Sun F., Flasche S., Quilty B.J., Davies N., Liu Y., Clifford S., Klepac P., Jit M., Diamond C., Gibbs H., van Zandvoort K., Funk S., Eggo R.M., Centre for the Mathematical Modelling of Infectious Diseases COVID-19 Working Group,	Hellewell J., Abbott S., Gimma A., Bosse N.I., Jarvis C.I., Russell T.W., Munday J.D., Kucharski A.J., Edmunds W.J., Sun F., Flasche S., Quilty B.J., Davies N., Liu Y., Clifford S., Klepac P., Jit M., Diamond C., Gibbs H., van Zandvoort K., Funk S., Eggo R.M., Centre for the Mathematical Modelling of Infectious Diseases COVID-19 Working Group
Yang C.-L., Qiu X., Zeng Y.-K., Jiang M., Fan H.-R., Zhang Z.-M.,	Yang C.-L., Qiu X., Zeng Y.-K., Jiang M., Fan H.-R., Zhang Z.-M.
Shen Y., Cheng C.-S., Wang P., Zhu X., Lei G., Fang Y., Li H., Fan W., Pan H., Tang Z., Ma K., Li X., Lin Z., Zhuang Y., Ye X., Zhai B., Han Y., Huang J., Xu H., Zheng R., Chen R., Yu J., Xu D., Wang Z., Meng Z.,	Shen Y., Cheng C.-S., Wang P., Zhu X., Lei G., Fang Y., Li H., Fan W., Pan H., Tang Z., Ma K., Li X., Lin Z., Zhuang Y., Ye X., Zhai B., Han Y., Huang J., Xu H., Zheng R., Chen R., Yu J., Xu D., Wang Z., Meng Z.
Shen M., Zhou Y., Ye J., Abdullah AL-maskri A.A., Kang Y., Zeng S., Cai S.,	Shen M., Zhou Y., Ye J., Abdullah AL-maskri A.A., Kang Y., Zeng S., Cai S.
Ferioli M., Cisternino C., Leo V., Pisani L., Palange P., Nava S.,	Ferioli M., Cisternino C., Leo V., Pisani L., Palange P., Nava S.
Wells C.R., Sah P., Moghadas S.M., Pandey A., Shoukat A., Wang Y., Wang Z., Meyers L.A., Singer B.H., Galvani A.P.,	Wells C.R., Sah P., Moghadas S.M., Pandey A., Shoukat A., Wang Y., Wang Z., Meyers L.A., Singer B.H., Galvani A.P.
Zhavoronkov A.,	Zhavoronkov A.
McCullough P.A., Eidt J., Rangaswami J., Lerma E., Tumlin J., Wheelan K., Katz N., Lepor N.E., Vijay K., Soman S., Singh B., McCullough S.P., McCullough H.B., Palazzuoli A., Ruocco G.M., Ronco C.,	McCullough P.A., Eidt J., Rangaswami J., Lerma E., Tumlin J., Wheelan K., Katz N., Lepor N.E., Vijay K., Soman S., Singh B., McCullough S.P., McCullough H.B., Palazzuoli A., Ruocco G.M., Ronco C.
Xue X., Zhu C., Huang S., Pan L., Xu J., Li W.,	Xue X., Zhu C., Huang S., Pan L., Xu J., Li W.
Russell B., Moss C., Rigg A., Van Hemelrijck M.,	Russell B., Moss C., Rigg A., Van Hemelrijck M.
Minh Duc N., Duc Ha H., Anh Tuan T., Lien Bang M.T., Hong Duc P., Minh Thong P.,	Minh Duc N., Duc Ha H., Anh Tuan T., Lien Bang M.T., Hong Duc P., Minh Thong P.
Sargiacomo C., Sotgia F., Lisanti M.P.,	Sargiacomo C., Sotgia F., Lisanti M.P.
Zhao B., Liu S., Liu Y., Li G., Zhang Q.,	Zhao B., Liu S., Liu Y., Li G., Zhang Q.
Ma Q.-Y., Liu C., Du H.-T., Zhang G.-S., Yan B., Sun Q.-H., Liu X.-Y., Qi D.-M., Yang Y., Rong R.,	Ma Q.-Y., Liu C., Du H.-T., Zhang G.-S., Yan B., Sun Q.-H., Liu X.-Y., Qi D.-M., Yang Y., Rong R.
Yang Y.-J., E X.-H., Ren H.-W., He Y., Zhou S.-P.,	Yang Y.-J., E X.-H., Ren H.-W., He Y., Zhou S.-P.
Hou W.-Q., Ning Y.-M., Su J., Ren W.-Y., Zheng Y.-J., Wei B.-J., Jin X.-J., Zhang L.-Y., Zhang Z.-M., Liu D.-L., Liu Y.-Q.,	Hou W.-Q., Ning Y.-M., Su J., Ren W.-Y., Zheng Y.-J., Wei B.-J., Jin X.-J., Zhang L.-Y., Zhang Z.-M., Liu D.-L., Liu Y.-Q.
Pung R., Chiew C.J., Young B.E., Chin S., Chen M.I.-C., Clapham H.E., Cook A.R., Maurer-Stroh S., Toh M.P.H.S., Poh C., Low M., Lum J., Koh V.T.J., Mak T.M., Cui L., Lin R.V.T.P., Heng D., Leo Y.-S., Lye D.C., Lee V.J.M., Kam K.-Q., Kalimuddin S., Tan S.Y., Loh J., Thoon K.C., Vasoo S., Khong W.X., Suhaimi N.-A., Chan S.J., Zhang E., Oh O., Ty A., Tow C., Chua Y.X., Chaw W.L., Ng Y., Abdul-Rahman F., Sahib S., Zhao Z., Tang C., Low C., Goh E.H., Lim G., Hou Y., Roshan I., Tan J., Foo K., Nandar K., Kurupatham L., Chan P.P., Raj P., Lin Y., Said Z., Lee A., See C., Markose J., Tan J., Chan G., See W., Peh X., Cai V., Chen W.K., Li Z., Soo R., Chow A.L., Wei W., Farwin A., Ang L.W., Singapore 2019 Novel Coronavirus Outbreak Research Team,	Pung R., Chiew C.J., Young B.E., Chin S., Chen M.I.-C., Clapham H.E., Cook A.R., Maurer-Stroh S., Toh M.P.H.S., Poh C., Low M., Lum J., Koh V.T.J., Mak T.M., Cui L., Lin R.V.T.P., Heng D., Leo Y.-S., Lye D.C., Lee V.J.M., Kam K.-Q., Kalimuddin S., Tan S.Y., Loh J., Thoon K.C., Vasoo S., Khong W.X., Suhaimi N.-A., Chan S.J., Zhang E., Oh O., Ty A., Tow C., Chua Y.X., Chaw W.L., Ng Y., Abdul-Rahman F., Sahib S., Zhao Z., Tang C., Low C., Goh E.H., Lim G., Hou Y., Roshan I., Tan J., Foo K., Nandar K., Kurupatham L., Chan P.P., Raj P., Lin Y., Said Z., Lee A., See C., Markose J., Tan J., Chan G., See W., Peh X., Cai V., Chen W.K., Li Z., Soo R., Chow A.L., Wei W., Farwin A., Ang L.W., Singapore 2019 Novel Coronavirus Outbreak Research Team
Zhang Y.-Q., Shi J.-W., Liu Y.-H., Zhou H., Cai X.-Q., Wen J., Liu Y.-X., Ren H.-W., Wang Y., Song Z.-H., He Y., Sun H., Zhou S.-P., Chen Y.-D.,	Zhang Y.-Q., Shi J.-W., Liu Y.-H., Zhou H., Cai X.-Q., Wen J., Liu Y.-X., Ren H.-W., Wang Y., Song Z.-H., He Y., Sun H., Zhou S.-P., Chen Y.-D.
Yao Y.-X., He Z.-X., Liu X.-F., He Y.-Z., Lei Y., Zhang S.-T., Zhao L.-L., Liu T.,	Yao Y.-X., He Z.-X., Liu X.-F., He Y.-Z., Lei Y., Zhang S.-T., Zhao L.-L., Liu T.
Zhou F., Yu T., Du R., Fan G., Liu Y., Liu Z., Xiang J., Wang Y., Song B., Gu X., Guan L., Wei Y., Li H., Wu X., Xu J., Tu S., Zhang Y., Chen H., Cao B.,	Zhou F., Yu T., Du R., Fan G., Liu Y., Liu Z., Xiang J., Wang Y., Song B., Gu X., Guan L., Wei Y., Li H., Wu X., Xu J., Tu S., Zhang Y., Chen H., Cao B.
Nie W., Feng Z., Mao X., Rong P., Wang W., Liang Q.,	Nie W., Feng Z., Mao X., Rong P., Wang W., Liang Q.
Zhong Z., Hu Y., Yu Q., Li Y., Li P., Huang W., Liu J., Liu J., Xie X., Zhao W.,	Zhong Z., Hu Y., Yu Q., Li Y., Li P., Huang W., Liu J., Liu J., Xie X., Zhao W.
Yan R., Zhang Y., Li Y., Xia L., Guo Y., Zhou Q.,	Yan R., Zhang Y., Li Y., Xia L., Guo Y., Zhou Q.
COVID-19 National Incident Room Surveillance Team,	COVID-19 National Incident Room Surveillance Team
Spinner C.D., Schuldt A., Schuster J.,	Spinner C.D., Schuldt A., Schuster J.
Stahlmann R., Lode H.,	Stahlmann R., Lode H.
Tong L., Liu J., Wang L.-L., Li C., Chen X.-H., Bai C.-X., Li H.-Y.,	Tong L., Liu J., Wang L.-L., Li C., Chen X.-H., Bai C.-X., Li H.-Y.
Chen Z., Du L.-Z., Fu J.-F., Shu Q., Chen Z.-M., Shi L.-P., Wang W., Chen S.-H., Ma X.-L., Ye S., Sun W., Chen M.-Y., Zhu H.-H., Huang G.-L., Luo F.-X.,	Chen Z., Du L.-Z., Fu J.-F., Shu Q., Chen Z.-M., Shi L.-P., Wang W., Chen S.-H., Ma X.-L., Ye S., Sun W., Chen M.-Y., Zhu H.-H., Huang G.-L., Luo F.-X.
Internet of Things-aided Diagnosis and Treatment ofCOVID-19Chinese Experts Group of Clinical eHealth,	Internet of Things-aided Diagnosis and Treatment ofCOVID-19Chinese Experts Group of Clinical eHealth
Loogman M.C.M., de Jong N., Platteel T.N., Bouma M., Verheij T.J.M., Opstelten W.,	Loogman M.C.M., de Jong N., Platteel T.N., Bouma M., Verheij T.J.M., Opstelten W.
Wu X.-Y.,	Wu X.-Y.
Zheng Q.-L., Duan T., Jin L.-P.,	Zheng Q.-L., Duan T., Jin L.-P.
Kwon K.T., Ko J.-H., Shin H., Sung M., Kim J.Y.,	Kwon K.T., Ko J.-H., Shin H., Sung M., Kim J.Y.
Park J.Y., Han M.S., Park K.U., Kim J.Y., Choi E.H.,	Park J.Y., Han M.S., Park K.U., Kim J.Y., Choi E.H.
Qian Z.P., Mei X., Zhang Y.Y., Zou Y., Zhang Z.G., Zhu H., Guo H.Y., Liu Y., Ling Y., Zhang X.Y., Wang J.F., Lu H.Z.,	Qian Z.P., Mei X., Zhang Y.Y., Zou Y., Zhang Z.G., Zhu H., Guo H.Y., Liu Y., Ling Y., Zhang X.Y., Wang J.F., Lu H.Z.
Marcel S., Christian A.L., Richard N., Silvia S., Emma H., Jacques F., Marcel Z., Gabriela S., Manuel B., Annelies W.-S., Isabella E., Matthias E., Nicola L.,	Marcel S., Christian A.L., Richard N., Silvia S., Emma H., Jacques F., Marcel Z., Gabriela S., Manuel B., Annelies W.-S., Isabella E., Matthias E., Nicola L.
Haveri A., Smura T., Kuivanen S., Österlund P., Hepojoki J., Ikonen N., Pitkäpaasi M., Blomqvist S., Rönkkö E., Kantele A., Strandin T., Kallio-Kokko H., Mannonen L., Lappalainen M., Broas M., Jiang M., Siira L., Salminen M., Puumalainen T., Sane J., Melin M., Vapalahti O., Savolainen-Kopra C.,	Haveri A., Smura T., Kuivanen S., Österlund P., Hepojoki J., Ikonen N., Pitkäpaasi M., Blomqvist S., Rönkkö E., Kantele A., Strandin T., Kallio-Kokko H., Mannonen L., Lappalainen M., Broas M., Jiang M., Siira L., Salminen M., Puumalainen T., Sane J., Melin M., Vapalahti O., Savolainen-Kopra C.
COVID-19 National Incident Room Surveillance Team,	COVID-19 National Incident Room Surveillance Team
Nicastri E., D'Abramo A., Faggioni G., De Santis R., Mariano A., Lepore L., Molinari F., Petralito G., Fillo S., Munzi D., Corpolongo A., Bordi L., Carletti F., Castiletti C., Colavita F., Lalle E., Bevilacqua N., Giancola M.L., Scorzolini L., Lanini S., Palazzolo C., Domenico A.D., Spinelli M.A., Scognamiglio P., Piredda P., Iacomino R., Mone A., Puro V., Petrosillo N., Battistini A., Vairo F., Lista F., Ippolito G.,	Nicastri E., D'Abramo A., Faggioni G., De Santis R., Mariano A., Lepore L., Molinari F., Petralito G., Fillo S., Munzi D., Corpolongo A., Bordi L., Carletti F., Castiletti C., Colavita F., Lalle E., Bevilacqua N., Giancola M.L., Scorzolini L., Lanini S., Palazzolo C., Domenico A.D., Spinelli M.A., Scognamiglio P., Piredda P., Iacomino R., Mone A., Puro V., Petrosillo N., Battistini A., Vairo F., Lista F., Ippolito G.
Zou L., Ruan F., Huang M., Liang L., Huang H., Hong Z., Yu J., Kang M., Song Y., Xia J., Guo Q., Song T., He J., Yen H.-L., Peiris M., Wu J.,	Zou L., Ruan F., Huang M., Liang L., Huang H., Hong Z., Yu J., Kang M., Song Y., Xia J., Guo Q., Song T., He J., Yen H.-L., Peiris M., Wu J.
Yuen K.-S., Ye Z.-W., Fung S.-Y., Chan C.-P., Jin D.-Y.,	Yuen K.-S., Ye Z.-W., Fung S.-Y., Chan C.-P., Jin D.-Y.
Pastick K.A., Okafor E.C., Wang F., Lofgren S.M., Skipper C.P., Nicol M.R., Pullen M.F., Rajasingham R., McDonald E.G., Lee T.C., Schwartz I.S., Kelly L.E., Lother S.A., Mitjà O., Letang E., Abassi M., Boulware D.R.,	Pastick K.A., Okafor E.C., Wang F., Lofgren S.M., Skipper C.P., Nicol M.R., Pullen M.F., Rajasingham R., McDonald E.G., Lee T.C., Schwartz I.S., Kelly L.E., Lother S.A., Mitjà O., Letang E., Abassi M., Boulware D.R.
McCreary E.K., Pogue J.M.,	McCreary E.K., Pogue J.M.
Korean Society of Infectious Diseases,	Korean Society of Infectious Diseases
Gandhi M., Havlir D.,	Gandhi M., Havlir D.
Chen Y., Peng H., Wang L., Zhao Y., Zeng L., Gao H., Liu Y.,	Chen Y., Peng H., Wang L., Zhao Y., Zeng L., Gao H., Liu Y.
John T.J.,	John T.J.
Guo Y.-R., Cao Q.-D., Hong Z.-S., Tan Y.-Y., Chen S.-D., Jin H.-J., Tan K.-S., Wang D.-Y., Yan Y.,	Guo Y.-R., Cao Q.-D., Hong Z.-S., Tan Y.-Y., Chen S.-D., Jin H.-J., Tan K.-S., Wang D.-Y., Yan Y.
Qu X.-K., Hao S.-L., Ma J.-H., Wei G.-Y., Song K.-Y., Tang C., Gao Y.-F., Liang S.-Q., Du W.-J.,	Qu X.-K., Hao S.-L., Ma J.-H., Wei G.-Y., Song K.-Y., Tang C., Gao Y.-F., Liang S.-Q., Du W.-J.
Sah R., Rodriguez-Morales A.J., Jha R., Chu D.K.W., Gu H., Peiris M., Bastola A., Lal B.K., Ojha H.C., Rabaan A.A., Zambrano L.I., Costello A., Morita K., Pandey B.D., Poon L.L.M.,	Sah R., Rodriguez-Morales A.J., Jha R., Chu D.K.W., Gu H., Peiris M., Bastola A., Lal B.K., Ojha H.C., Rabaan A.A., Zambrano L.I., Costello A., Morita K., Pandey B.D., Poon L.L.M.
Deng Y.-J., Liu B.-W., He Z.-X., Liu T., Zheng R.-L., Yang A.-D., Huang A., Li Y.-T., Xu Y.-L.,	Deng Y.-J., Liu B.-W., He Z.-X., Liu T., Zheng R.-L., Yang A.-D., Huang A., Li Y.-T., Xu Y.-L.
Chen J., Wang W.-Q., Shi C.-Y., Fang J.-G.,	Chen J., Wang W.-Q., Shi C.-Y., Fang J.-G.
Liu Y.-C., Liao C.-H., Chang C.-F., Chou C.-C., Lin Y.-R.,	Liu Y.-C., Liao C.-H., Chang C.-F., Chou C.-C., Lin Y.-R.
Li Y.-F., Zhang Y.-G., Niu J.-T., Si X.-L., Yan X.-K.,	Li Y.-F., Zhang Y.-G., Niu J.-T., Si X.-L., Yan X.-K.
Zong Y., Ding M.-L., Ma S.-T., Ju W.-Z.,	Zong Y., Ding M.-L., Ma S.-T., Ju W.-Z.
Yethindra V., Dzhangazieva A., Kurzhunbaeva Z., Tagaev T., Nazami F.,	Yethindra V., Dzhangazieva A., Kurzhunbaeva Z., Tagaev T., Nazami F.
Sarkar A., Kundu M., Venkataramana P., Chakraborty P.,	Sarkar A., Kundu M., Venkataramana P., Chakraborty P.
Kadavakollu M., Karri V.V.S.R., Gowthamarajan K., Radhakrishnan A., Palanisamy D., Balasubramanian S., Bhojraj S.,	Kadavakollu M., Karri V.V.S.R., Gowthamarajan K., Radhakrishnan A., Palanisamy D., Balasubramanian S., Bhojraj S.
COVID-19 National Incident Room Surveillance Team,	COVID-19 National Incident Room Surveillance Team
Sudan P., Goswami M., Arockia Babu M.,	Sudan P., Goswami M., Arockia Babu M.
Rong X., Yang L., Chu H., Fan M.,	Rong X., Yang L., Chu H., Fan M.
Li Z.,	Li Z.
Neher R.A., Dyrdak R., Druelle V., Hodcroft E.B., Albert J.,	Neher R.A., Dyrdak R., Druelle V., Hodcroft E.B., Albert J.
Shetty A.K.,	Shetty A.K.
Guarner J.,	Guarner J.
Zhang M.-Z.,	Zhang M.-Z.
Chen H., Guo J., Wang C., Luo F., Yu X., Zhang W., Li J., Zhao D., Xu D., Gong Q., Liao J., Yang H., Hou W., Zhang Y.,	Chen H., Guo J., Wang C., Luo F., Yu X., Zhang W., Li J., Zhao D., Xu D., Gong Q., Liao J., Yang H., Hou W., Zhang Y.
Huh S.,	Huh S.
Burke R.M., Midgley C.M., Dratch A., Fenstersheib M., Haupt T., Holshue M., Ghinai I., Jarashow M.C., Lo J., McPherson T.D., Rudman S., Scott S., Hall A.J., Fry A.M., Rolfes M.A.,	Burke R.M., Midgley C.M., Dratch A., Fenstersheib M., Haupt T., Holshue M., Ghinai I., Jarashow M.C., Lo J., McPherson T.D., Rudman S., Scott S., Hall A.J., Fry A.M., Rolfes M.A.
Professional Committee for Chronic Disease Management, Association of County Hospital President,	Professional Committee for Chronic Disease Management, Association of County Hospital President
Konrad R., Eberle U., Dangel A., Treis B., Berger A., Bengs K., Fingerle V., Liebl B., Ackermann N., Sing A.,	Konrad R., Eberle U., Dangel A., Treis B., Berger A., Bengs K., Fingerle V., Liebl B., Ackermann N., Sing A.
Zhang D., Yao M., Wang J., Ye D., Chen Q., Guo F., Zou C., Lin K., Lu H., Huang X., Zheng J., Chi C., Zhong N.,	Zhang D., Yao M., Wang J., Ye D., Chen Q., Guo F., Zou C., Lin K., Lu H., Huang X., Zheng J., Chi C., Zhong N.
Xiao H., Zhang Y., Kong D., Li S., Yang N.,	Xiao H., Zhang Y., Kong D., Li S., Yang N.
